"id";"Name";"SkillLevel";"Effect";"Available";"Unlocked"
335;"Sickle";5;"[""Reduces aggro build-up from attacks by 40%""]";0;0
336;"Storm and Stress";1;"[""Increases damage dealt by 60% 30 seconds after the start of battle""]";0;0
337;"Storm and Stress";2;"[""Increases damage dealt by 70% 30 seconds after the start of battle""]";0;0
338;"Storm and Stress";3;"[""Increases damage dealt by 80% 30 seconds after the start of battle""]";0;0
339;"Storm and Stress";4;"[""Increases damage dealt by 90% 30 seconds after the start of battle""]";0;0
340;"Storm and Stress";5;"[""Increases damage dealt by 100% 30 seconds after the start of battle""]";0;0
341;"Swoop";1;"[""Increases damage dealt from the back by 20%""]";0;0
342;"Swoop";2;"[""Increases damage dealt from the back by 40%""]";0;0
343;"Swoop";3;"[""Increases damage dealt from the back by 60%""]";0;0
344;"Swoop";4;"[""Increases damage dealt from the back by 80%""]";0;0
345;"Swoop";5;"[""Increases damage dealt from the back by 100%""]";0;0
346;"Wind Mastery";1;"[""The power of a Wind Blade""]";0;0
347;"Wind Mastery";2;"[""The power of a Wind Blade""]";0;0
348;"Wind Mastery";3;"[""The power of a Wind Blade""]";0;0
349;"Miasma Dispersal";1;"[""Disperse poison gas emitted by Titans."", ""Skill exclusive to Roc""]";0;0
350;"Lockpicking";1;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
351;"Lockpicking";2;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
352;"Lockpicking";3;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
353;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
354;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
355;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
356;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
357;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
358;"Heat Haze";1;"[""Increases aggro drawn from Specials by 60%""]";0;0
359;"Heat Haze";2;"[""Increases aggro drawn from Specials by 70%""]";0;0
360;"Heat Haze";3;"[""Increases aggro drawn from Specials by 80%""]";0;0
361;"Heat Haze";4;"[""Increases aggro drawn from Specials by 90%""]";0;0
362;"Heat Haze";5;"[""Increases aggro drawn from Specials by 100%""]";0;0
363;"Will-o'-the-Wisp";1;"[""Increases damage to launched enemies by 100%""]";0;0
364;"Will-o'-the-Wisp";2;"[""Increases damage to launched enemies by 110%""]";0;0
365;"Will-o'-the-Wisp";3;"[""Increases damage to launched enemies by 120%""]";0;0
366;"Will-o'-the-Wisp";4;"[""Increases damage to launched enemies by 130%""]";0;0
367;"Will-o'-the-Wisp";5;"[""Increases damage to launched enemies by 150%""]";0;0
368;"Swirling Dragon";1;"[""Increases damage dealt by 100% when HP is 30% or less.""]";0;0
369;"Swirling Dragon";2;"[""Increases damage dealt by 110% when HP is 30% or less.""]";0;0
370;"Swirling Dragon";3;"[""Increases damage dealt by 120% when HP is 30% or less.""]";0;0
371;"Swirling Dragon";4;"[""Increases damage dealt by 130% when HP is 30% or less.""]";0;0
372;"Swirling Dragon";5;"[""Increases damage dealt by 150% when HP is 30% or less.""]";0;0
373;"War Pyre";1;"[""Adds 6% to damage dealt for each attack Driver evades (max: 250%).""]";0;0
374;"War Pyre";2;"[""Adds 7% to damage dealt for each attack Driver evades (max: 250%).""]";0;0
375;"War Pyre";3;"[""Adds 8% to damage dealt for each attack Driver evades (max: 250%).""]";0;0
376;"War Pyre";4;"[""Adds 9% to damage dealt for each attack Driver evades (max: 250%).""]";0;0
377;"War Pyre";5;"[""Adds 10% to damage dealt for each attack Driver evades (max: 250%).""]";0;0
378;"Firewalker";1;"[""Improves evasion by 20% when HP is 30% or lower""]";0;0
379;"Firewalker";2;"[""Improves evasion by 30% when HP is 30% or lower""]";0;0
380;"Firewalker";3;"[""Improves evasion by 40% when HP is 30% or lower""]";0;0
381;"Firewalker";4;"[""Improves evasion by 50% when HP is 30% or lower""]";0;0
382;"Firewalker";5;"[""Improves evasion by 60% when HP is 30% or lower""]";0;0
383;"Dance of the Flames";1;"[""Adds 50% chance of evading ranged attacks""]";0;0
384;"Dance of the Flames";2;"[""Adds 60% chance of evading ranged attacks""]";0;0
385;"Dance of the Flames";3;"[""Adds 70% chance of evading ranged attacks""]";0;0
386;"Dance of the Flames";4;"[""Adds 80% chance of evading ranged attacks""]";0;0
387;"Dance of the Flames";5;"[""Adds 90% chance of evading ranged attacks""]";0;0
388;"Fire Mastery";1;"[""The power of a Fire Blade""]";0;0
389;"Fire Mastery";2;"[""The power of a Fire Blade""]";0;0
390;"Fire Mastery";3;"[""The power of a Fire Blade""]";0;0
391;"Keen Eye";1;"[""The power to see things clearly. Used to notice small changes, etc""]";0;0
392;"Keen Eye";2;"[""The power to see things clearly. Used to notice small changes, etc""]";0;0
393;"Keen Eye";3;"[""The power to see things clearly. Used to notice small changes, etc""]";0;0
394;"Minerology";1;"[""Knowledge related to minerals""]";0;0
395;"Minerology";2;"[""Knowledge related to minerals""]";0;0
396;"Minerology";3;"[""Knowledge related to minerals""]";0;0
397;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
398;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
399;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
400;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
401;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
402;"Lightning Force";1;"[""Increases damage dealt to machines by 60%""]";0;0
403;"Lightning Force";2;"[""Increases damage dealt to machines by 70%""]";0;0
404;"Lightning Force";3;"[""Increases damage dealt to machines by 80%""]";0;0
405;"Lightning Force";4;"[""Increases damage dealt to machines by 90%""]";0;0
406;"Lightning Force";5;"[""Increases damage dealt to machines by 100%""]";0;0
407;"Electric Circus";1;"[""Increases critical damage by 25%""]";0;0
408;"Electric Circus";2;"[""Increases critical damage by 40%""]";0;0
409;"Electric Circus";3;"[""Increases critical damage by 55%""]";0;0
410;"Electric Circus";4;"[""Increases critical damage by 70%""]";0;0
411;"Electric Circus";5;"[""Increases critical damage by 85%""]";0;0
412;"Thunder Doom";1;"[""Increases critical damage by 25%""]";0;0
413;"Thunder Doom";2;"[""Increases critical damage by 40%""]";0;0
414;"Thunder Doom";3;"[""Increases critical damage by 55%""]";0;0
415;"Thunder Doom";4;"[""Increases critical damage by 70%""]";0;0
416;"Thunder Doom";5;"[""Increases critical damage by 85%""]";0;0
417;"Quickest Purple";1;"[""Boosts Arts recharge by 30% at max Affinity""]";0;0
418;"Quickest Purple";2;"[""Boosts Arts recharge by 35% at max Affinity""]";0;0
419;"Quickest Purple";3;"[""Boosts Arts recharge by 40% at max Affinity""]";0;0
420;"Quickest Purple";4;"[""Boosts Arts recharge by 45% at max Affinity""]";0;0
421;"Quickest Purple";5;"[""Boosts Arts recharge by 50% at max Affinity""]";0;0
422;"Thunderblast";1;"[""Adds a 60% chance of dealing a guard-annulling attack""]";0;0
423;"Thunderblast";2;"[""Adds a 70% chance of dealing a guard-annulling attack""]";0;0
424;"Thunderblast";3;"[""Adds a 80% chance of dealing a guard-annulling attack""]";0;0
425;"Thunderblast";4;"[""Adds a 90% chance of dealing a guard-annulling attack""]";0;0
426;"Thunderblast";5;"[""Adds a 100% chance of dealing a guard-annulling attack""]";0;0
427;"Sudden Spark";1;"[""Increases auto-attack speed by 20%""]";0;0
428;"Sudden Spark";2;"[""Increases auto-attack speed by 22%""]";0;0
429;"Sudden Spark";3;"[""Increases auto-attack speed by 25%""]";0;0
430;"Sudden Spark";4;"[""Increases auto-attack speed by 27%""]";0;0
431;"Sudden Spark";5;"[""Increases auto-attack speed by 30%""]";0;0
432;"Electric Mastery";1;"[""The power of an Electric Blade""]";0;0
433;"Electric Mastery";2;"[""The power of an Electric Blade""]";0;0
434;"Electric Mastery";3;"[""The power of an Electric Blade""]";0;0
435;"Lockpicking";1;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
436;"Lockpicking";2;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
437;"Lockpicking";3;"[""The power to open various things. Works on doors, treasure troves, etc""]";0;0
438;"Icthyology";1;"[""Knowledge related to fish""]";0;0
439;"Icthyology";2;"[""Knowledge related to fish""]";0;0
440;"Icthyology";3;"[""Knowledge related to fish""]";0;0
441;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
442;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
443;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
444;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
445;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
446;"Last Hope";1;"[""Restores 10% HP of damage dealt when a Special connects""]";0;0
447;"Last Hope";2;"[""Restores 12% HP of damage dealt when a Special connects""]";0;0
448;"Last Hope";3;"[""Restores 15% HP of damage dealt when a Special connects""]";0;0
449;"Last Hope";4;"[""Restores 17% HP of damage dealt when a Special connects""]";0;0
450;"Last Hope";5;"[""Restores 20% HP of damage dealt when a Special connects""]";0;0
451;"Merciful Heart";1;"[""Spawns a small HP Potion on hit, with a 60% chance to spawn 2""]";0;0
452;"Merciful Heart";2;"[""Spawns a small HP Potion on hit, with a 70% chance to spawn 2""]";0;0
453;"Merciful Heart";3;"[""Spawns a small HP Potion on hit, with a 80% chance to spawn 2""]";0;0
454;"Merciful Heart";4;"[""Spawns a small HP Potion on hit, with a 90% chance to spawn 2""]";0;0
455;"Merciful Heart";5;"[""Spawns a small HP Potion on hit, with a 100% chance to spawn 2""]";0;0
456;"Redeeming Strike";1;"[""When landing a hit, restores 30% of damage dealt to the whole party""]";0;0
457;"Redeeming Strike";2;"[""When landing a hit, restores 35% of damage dealt to the whole party""]";0;0
458;"Redeeming Strike";3;"[""When landing a hit, restores 40% of damage dealt to the whole party""]";0;0
459;"Redeeming Strike";4;"[""When landing a hit, restores 45% of damage dealt to the whole party""]";0;0
460;"Redeeming Strike";5;"[""When landing a hit, restores 50% of damage dealt to the whole party""]";0;0
461;"Sea of Plenty";1;"[""Periodically restores 4% HP to entire party while at max Affinity""]";0;0
462;"Sea of Plenty";2;"[""Periodically restores 5% HP to entire party while at max Affinity""]";0;0
463;"Sea of Plenty";3;"[""Periodically restores 6% HP to entire party while at max Affinity""]";0;0
464;"Sea of Plenty";4;"[""Periodically restores 7% HP to entire party while at max Affinity""]";0;0
465;"Sea of Plenty";5;"[""Periodically restores 8% HP to entire party while at max Affinity""]";0;0
466;"Instant Regen";1;"[""Adds 25% chance of restoring 4% HP after taking a hit""]";0;0
467;"Instant Regen";2;"[""Adds 25% chance of restoring 6% HP after taking a hit""]";0;0
468;"Instant Regen";3;"[""Adds 25% chance of restoring 8% HP after taking a hit""]";0;0
469;"Instant Regen";4;"[""Adds 25% chance of restoring 10% HP after taking a hit""]";0;0
470;"Instant Regen";5;"[""Adds 25% chance of restoring 12% HP after taking a hit""]";0;0
471;"Cellular Stimulus";1;"[""Restores 5% HP of damage dealt after a successful auto-attack""]";0;0
472;"Cellular Stimulus";2;"[""Restores 7% HP of damage dealt after a successful auto-attack""]";0;0
473;"Cellular Stimulus";3;"[""Restores 9% HP of damage dealt after a successful auto-attack""]";0;0
474;"Cellular Stimulus";4;"[""Restores 10% HP of damage dealt after a successful auto-attack""]";0;0
475;"Cellular Stimulus";5;"[""Restores 12% HP of damage dealt after a successful auto-attack""]";0;0
476;"Water Mastery";1;"[""The power of a Water Blade""]";0;0
477;"Water Mastery";2;"[""The power of a Water Blade""]";0;0
478;"Water Mastery";3;"[""The power of a Water Blade""]";0;0
479;"Foresty";1;"[""Knowledge related to trees""]";0;0
480;"Foresty";2;"[""Knowledge related to trees""]";0;0
481;"Foresty";3;"[""Knowledge related to trees""]";0;0
482;"Fortitude";1;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
483;"Fortitude";2;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
484;"Fortitude";3;"[""The power to endure hardships. It even helps cope with boring jobs""]";0;0
485;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
486;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
487;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
488;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
489;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart"", ""Affinity bond will be easier to sustain""]";0;0
490;"Water Moon";1;"[""Adds a 60% chance of dealing a guard-annulling attack""]";0;0
491;"Water Moon";2;"[""Adds a 70% chance of dealing a guard-annulling attack""]";0;0
492;"Water Moon";3;"[""Adds a 80% chance of dealing a guard-annulling attack""]";0;0
493;"Water Moon";4;"[""Adds a 90% chance of dealing a guard-annulling attack""]";0;0
494;"Water Moon";5;"[""Adds a 100% chance of dealing a guard-annulling attack""]";0;0
495;"Breaking Wave";1;"[""Increases critical damage by 25%""]";0;0
496;"Breaking Wave";2;"[""Increases critical damage by 40%""]";0;0
497;"Breaking Wave";3;"[""Increases critical damage by 55%""]";0;0
498;"Breaking Wave";4;"[""Increases critical damage by 70%""]";0;0
499;"Breaking Wave";5;"[""Increases critical damage by 85%""]";0;0
500;"Midnight Mist";1;"[""Increase damage dealt to enemies targeting the user by 60%""]";0;0
501;"Midnight Mist";2;"[""Increase damage dealt to enemies targeting the user by 70%""]";0;0
502;"Midnight Mist";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
503;"Midnight Mist";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
504;"Midnight Mist";5;"[""Increase damage dealt to enemies targeting the user by 100%""]";0;0
505;"Serene Heart";1;"[""After achieving max Affinity in combat, evade enemy attacks for 10 seconds""]";0;0
506;"Serene Heart";2;"[""After achieving max Affinity in combat, evade enemy attacks for 12 seconds""]";0;0
507;"Serene Heart";3;"[""After achieving max Affinity in combat, evade enemy attacks for 14 seconds""]";0;0
508;"Serene Heart";4;"[""After achieving max Affinity in combat, evade enemy attacks for 16 seconds""]";0;0
509;"Serene Heart";5;"[""After achieving max Affinity in combat, evade enemy attacks for 18 seconds""]";0;0
510;"Like Water";1;"[""Improves evasion by 20% while moving""]";0;0
511;"Like Water";2;"[""Improves evasion by 30% while moving""]";0;0
512;"Like Water";3;"[""Improves evasion by 40% while moving""]";0;0
513;"Like Water";4;"[""Improves evasion by 50% while moving""]";0;0
514;"Like Water";5;"[""Improves evasion by 60% while moving""]";0;0
515;"Enlightenment";1;"[""Improves evasion by 20% when HP is 30% or lower""]";0;0
516;"Enlightenment";2;"[""Improves evasion by 30% when HP is 30% or lower""]";0;0
517;"Enlightenment";3;"[""Improves evasion by 40% when HP is 30% or lower""]";0;0
518;"Enlightenment";4;"[""Improves evasion by 50% when HP is 30% or lower""]";0;0
519;"Enlightenment";5;"[""Improves evasion by 60% when HP is 30% or lower""]";0;0
520;"Water Mastery";1;"[""The power of a Water Blade""]";0;0
521;"Water Mastery";2;"[""The power of a Water Blade""]";0;0
522;"Water Mastery";3;"[""The power of a Water Blade""]";0;0
523;"Ancient Wisdom";1;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
524;"Ancient Wisdom";2;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
525;"Ancient Wisdom";3;"[""Knowledge of ancient civilizations. Used to decode writing, etc""]";0;0
526;"Leaping";1;"[""The power to jump. Used to reach high places""]";0;0
527;"Leaping";2;"[""The power to jump. Used to reach high places""]";0;0
528;"Leaping";3;"[""The power to jump. Used to reach high places""]";0;0
529;"Affinity";1;"[""Unlocks level 1 of the Affinity Chart""]";0;0
530;"Affinity";2;"[""Unlocks level 2 of the Affinity Chart""]";0;0
531;"Affinity";3;"[""Unlocks level 3 of the Affinity Chart""]";0;0
532;"Affinity";4;"[""Unlocks level 4 of the Affinity Chart""]";0;0
533;"Affinity";5;"[""Unlocks level 5 of the Affinity Chart""]";0;0
534;"Tough Break";1;"[""Increase damage dealt to enemies targeting the user by 60%""]";0;0
535;"Tough Break";2;"[""Increase damage dealt to enemies targeting the user by 70%""]";0;0
536;"Tough Break";3;"[""Increase damage dealt to enemies targeting the user by 80%""]";0;0
537;"Tough Break";4;"[""Increase damage dealt to enemies targeting the user by 90%""]";0;0
538;"Tough Break";5;"[""Increase damage dealt to enemies targeting the user by 100%""]";0;0
539;"Cold Judgment";1;"[""Increases damage dealt to toppled enemies by 100%""]";0;0
540;"Cold Judgment";2;"[""Increases damage dealt to toppled enemies by 110%""]";0;0
541;"Cold Judgment";3;"[""Increases damage dealt to toppled enemies by 120%""]";0;0
