"id";"Name";"Category";"Type";"IsDriver";"LowestLevel";"HighestLevel";"Location";"DLCRequired";"SpawnCondition";"Drops";"Available";"Beaten"
37;"Rooka Ansel";"Normal";4;0;40;42;342;0;"Snow";"[{""Name"": ""Titan Hunter III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Modern Medal"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Affection Necklace"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Affection Necklace"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
38;"Segel Ansel";"Normal";4;0;34;45;388;0;"Any";"[{""Name"": ""Fusion Combo Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Opening Art III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Motor Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Moon Cube"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Moon Cube"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
39;"Zike Ansel";"Minor";4;0;22;28;172;0;"Any";"[{""Name"": ""Humanoid Hunter I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Amethyst Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""13.5%""},{""Name"": ""Aggro Attack Up I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Mint Potpourri"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Mint Potpourri"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
40;"Machine-Gun Julio";"Unique";4;0;53;0;424;0;"Any";"[{""Name"": ""Critical Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Black Belt"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Bio Gauntlet"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Polygon Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Boxer Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Boxer Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""13.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""}]";0;0
41;"Dobus Ansel";"Quest";4;0;19;0;130;0;"Quest";"[{""Name"": ""Dark Def Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Indoor Attack Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Soldier Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Soldier Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Silver Earrings"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Silver Earrings"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
42;"Demon Antol";"Normal";5;0;37;42;271;0;"Any";"[{""Name"": ""Ice Def Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Aquatic Hunter III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Lodranite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Modern Medal"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Modern Medal"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
43;"Heggl Antol";"Normal";5;0;80;83;357;0;"Any";"[{""Name"": ""Fire Absorb"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""7.2%""},{""Name"": ""Ambush Boost V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Sigma Drive"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Sigma Drive"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
44;"Scura Antol";"Normal";5;0;43;45;282;0;"Any";"[{""Name"": ""Movement Heal III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Critical Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Light Def Up IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Hero Pauldrons"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Gold Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Gold Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
45;"Vacillus Antol";"Quest";5;0;44;0;279;0;"Quest";"[{""Name"": ""Affinity MAX Atk III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Physical Defense Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Berserk Ring"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Ureilite Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Leader's Eyepatch"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
46;"Empress Arachno";"Normal";6;0;46;48;413;0;"Any";"[{""Name"": ""Specials Lv 4 Plus III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Affinity MAX Acc III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Cube Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Aggro Attack Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
47;"Hool Arachno";"Normal";6;0;37;44;357;0;"Any";"[{""Name"": ""Wind Def Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Unicorn Scarf"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Eraser Orb"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Eraser Orb"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
48;"Nel Arachno";"Normal";6;0;26;30;218;0;"Any";"[{""Name"": ""Light Def Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Classic Medal"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Bolt Hat"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Bolt Hat"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
49;"Nel Arachno";"Normal";6;0;26;29;218;0;"Summoned - by Spitt Pod";"[{""Name"": ""Ice Def Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Steel Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Apprentice Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Apprentice Vambraces"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
50;"Pawn Arachno";"Normal";6;0;5;6;56;0;"Any";"[{""Name"": ""Sunlight Eye I"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""14%""},{""Name"": ""Rigid Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Shell Cameo"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Rigid Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Shell Cameo"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5%""}]";0;0
51;"Queen Arachno";"Normal";6;0;73;75;86;0;"Any";"[{""Name"": ""Revival Pod"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""10.0%""},{""Name"": ""Forest Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""9.0%""},{""Name"": ""Swift Evasion V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Omega Drive"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Omega Drive"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
52;"Regel Arachno";"Normal";6;0;41;45;345;0;"Any";"[{""Name"": ""Blowdown Resist III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Skeleton Hood"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Emergency Guard III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Ice Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Ice Headband"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
53;"Reggl Arachno";"Normal";6;0;40;47;413;0;"Any";"[{""Name"": ""Fire Def Up IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Scythe Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Opal Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""10.8%""},{""Name"": ""Recovery Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Recovery Symbol"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""6.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
54;"Reener Arachno";"Minor";6;0;33;37;218;0;"Any";"[{""Name"": ""Chrome Scarf"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Magnet Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""12.6%""},{""Name"": ""Evasion Focus II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""9.0%""},{""Name"": ""Metal Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Metal Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
55;"Rook Arachno";"Minor";6;0;71;73;86;0;"Any";"[{""Name"": ""Humanoid Hunter V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Night Vision V"", ""Type"": ""Aux Core"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""8.4%""},{""Name"": ""Galaxy Cube"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Galaxy Cube"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
56;"Rook Arachno";"Challenge";6;0;56;0;1;0;"Challenge";"[]";0;0
57;"Maxos Arachno";"Quest";6;0;33;0;225;1;"Quest";"[{""Name"": ""Chrome Scarf"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Magnet Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""12.6%""},{""Name"": ""Evasion Focus II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""9.0%""},{""Name"": ""Metal Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""6.0%""},{""Name"": ""Metal Nopon Mask"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.0%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Assault Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
58;"Glamorous Alfred";"Unique";6;0;50;0;413;0;"Any";"[{""Name"": ""Goddess Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Aggro Attack Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Star Cube"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.0%""},{""Name"": ""Cube Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""13.0%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""}]";0;0
59;"Elder Arachno";"Boss";6;0;22;0;152;0;"Story";"[{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""100%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""100%""},{""Name"": ""Rare Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""100%""},{""Name"": ""Beastly Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""100%""}]";0;0
60;"Nanda Arachno";"Quest";6;0;50;0;84;0;"Quest";"[{""Name"": ""Specials Lv 4 Plus III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""11.2%""},{""Name"": ""Affinity MAX Acc III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.6%""},{""Name"": ""Cube Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Aggro Attack Up III"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.0%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Break Stone"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""7.5%""}]";0;0
61;"Ravenous Arachno";"Quest";6;0;58;0;54;0;"Quest";"[{""Name"": ""Aquatic Hunter IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Jet Pauldrons"", ""Type"": ""Accessory"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Sunlight Eye IV"", ""Type"": ""Aux Core"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.8%""},{""Name"": ""Scythe Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Scythe Attachment"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Positron Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""9.0%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.5%""}]";0;0
62;"Ardainian Fighter";"Story";7;0;13;0;95;0;"Story";"[{""Name"": ""Knockback Resist I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Swift Evasion I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Aggro Boost I"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.0%""},{""Name"": ""Colorful Feather"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Colorful Feather"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
63;"Ardainian Keeper";"Story";7;0;22;27;188;0;"Story";"[{""Name"": ""Wind Def Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Range Boost Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Iron Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
64;"Ardainian Locks";"Story";7;0;22;27;188;0;"Story";"[{""Name"": ""Wind Def Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""10.8%""},{""Name"": ""Range Boost Up II"", ""Type"": ""Aux Core"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""12.6%""},{""Name"": ""Iron Chip"", ""Type"": ""Core Chip"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""14.0%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""7.2%""},{""Name"": ""Gear Vest"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""4.8%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Rare (rarity 2)"", ""Rate"": ""8.4%""},{""Name"": ""Gold Gear Choker"", ""Type"": ""Accessory"", ""Rarity"": ""Legendary (rarity 3)"", ""Rate"": ""5.6%""},{""Name"": ""Common Core Crystal"", ""Type"": ""Core Crystal"", ""Rarity"": ""Common (rarity 1)"", ""Rate"": ""5.0%""}]";0;0
